Date,domestic passengers_log_diff,international passenegrs_log_diff,domestic freight(in tonne)_log_diff,international freight(in tonne)_log_diff,GDP (in dollars)_log_diff,Population,Jet Fuel Price per Gallon_log_diff,Inflation Rate _log_diff,Unemployement Rate_log_diff,Rupees Exchange Rate_log_diff
2021-01-08,0.28979879997245384,0.50276003563215,0.09432053287874353,0.007182792254067039,0.0,1414203896,-0.04241739725294469,0.0,0.0,0.012962644374484356
2021-01-09,0.051786460104851884,0.3418766818680332,0.03661834928030494,0.1615641995342525,0.0,1414203896,0.0898453157432142,0.0,0.0,-0.005650492633953341
2021-01-10,0.24260466124953162,0.2832516803262557,0.07079854305876943,0.046273952641525895,0.0,1414203896,0.15388905572146516,0.0,0.0,-0.006497045052282324
2021-01-11,0.1756836004159723,0.10581577923371199,-0.12304866966888106,-0.1638878551051164,0.0,1414203896,-0.051544273052620326,0.0,0.0,0.017232521211010265
2021-01-12,0.06335267263995092,0.17683630690974184,0.11549808900515046,0.03341038229302562,0.0,1414203896,-0.031657856905844106,0.0,0.0,-0.0058902446070758785
2022-01-01,-0.5540349566649603,0.6954035238132299,-0.14097292358191815,-0.009455211344228331,0.05712556392306212,1425423212,0.1403799257092766,0.26700186721424224,-0.28039416929418937,0.012144007254798694
2022-01-02,0.18271655489012417,0.0,-0.0233492422675301,0.0,0.0,1425423212,0.09994223888955567,0.0,0.0,-0.013084298814440842
2022-01-03,0.3220391559079161,-3.191307067124564,0.1535080595428333,-3.019470029565526,0.0,1425423212,0.2807634412897899,0.0,0.0,0.007497692105800979
2022-01-04,-0.006665894576613596,2.5454947540707433,-0.02758514950762425,2.9144161104526356,0.0,1425423212,0.11243566408734473,0.0,0.0,0.01614218696994829
2022-01-05,0.0837323114070081,0.17148625392722394,0.11198545439474827,-0.07718272461076836,0.0,1425423212,0.01160322433985339,0.0,0.0,-0.0002625361002221993
